SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.935220019,45,1,0.890243902,4345.0,6,1,2,0,1.0
0,0.122221368,51,0,0.167133147,2500.0,3,0,0,0,0.0
1,0.729821063,33,0,0.169089518,2613.0,9,0,0,0,2.0
1,0.474305505,40,0,0.320607713,7700.0,10,0,1,0,2.0
0,0.715093728,47,0,0.671636393,24883.0,40,0,20,0,2.0
0,0.010024811,63,0,0.088679489,7746.0,15,0,1,0,1.0
1,0.9999999,40,2,790.0,,1,2,1,1,0.0
0,0.123152709,73,0,0.330304407,2200.0,11,0,1,0,0.0
0,0.315291578,46,0,0.302814513,8846.0,8,0,1,0,2.0
0,0.134196166,71,0,0.00447991,50000.0,3,0,1,0,0.0
0,0.9999999,37,0,0.835777126,3750.0,4,0,2,0,0.0
0,0.079710942,69,0,0.005777264,11250.0,4,0,0,0,0.0
0,0.276894294,57,0,0.464052288,2600.0,7,0,0,0,0.0
1,0.9999999,33,0,107.0,,1,0,0,0,0.0
0,0.028630072,45,0,0.125099421,8800.0,3,0,1,0,3.0
0,0.9999999,59,0,0.025527192,900.0,0,1,0,0,1.0
0,0.056598971,42,0,1482.0,,5,0,1,0,1.0
0,0.62721169,50,1,0.256214415,7200.0,5,0,1,0,1.0
0,0.014852658,72,0,1992.0,,18,0,1,0,0.0
0,0.045386627,57,0,0.154818733,7750.0,5,0,1,0,0.0
1,0.972037284,53,2,0.178454842,3675.0,9,1,0,1,0.0
0,0.07093392,35,0,0.377524144,4555.0,5,0,2,1,2.0
0,0.22083548,41,2,0.319685789,4200.0,9,0,0,0,2.0
0,0.025618438,70,0,568.0,,6,0,0,0,0.0
0,0.9999999,82,0,0.0,2443.0,1,0,0,0,1.0
0,0.029487112,68,0,89.0,,7,0,0,0,0.0
0,0.701263525,32,0,0.621104185,4491.0,23,0,1,0,0.0
0,0.243783748,55,0,0.054625829,9500.0,4,0,0,0,3.0
0,0.0,55,0,0.0,,3,0,0,0,0.0
0,0.166478056,66,0,0.290174002,3907.0,6,0,1,0,0.0
0,0.649139619,40,0,0.319209712,4200.0,5,0,0,0,6.0
0,0.432920298,55,0,0.375522054,19633.0,14,0,2,0,0.0
0,0.058424622,46,1,0.085921458,15583.0,4,0,1,0,3.0
0,0.543964507,31,0,0.101550316,10900.0,10,0,0,0,1.0
0,0.095352372,30,0,0.281279222,5346.0,5,0,1,0,0.0
0,0.147980269,35,0,0.425672695,6800.0,6,0,1,0,2.0
0,0.011640004,65,0,0.256584234,11200.0,7,0,2,0,0.0
0,0.729462561,28,0,748.0,,7,0,0,0,0.0
0,0.00812774,71,0,0.0979565,18252.0,16,0,1,0,1.0
0,0.029589439,64,0,0.014048531,3914.0,4,0,0,0,0.0
0,0.98760248,35,0,0.399314482,2333.0,5,0,0,1,0.0
0,0.249169435,53,0,0.319661625,3900.0,5,2,3,1,0.0
0,0.413906107,39,0,0.416753563,5753.0,10,0,1,0,1.0
0,0.947210558,52,0,0.466177941,3000.0,3,0,1,0,0.0
1,0.52251363,50,4,0.679032097,10000.0,18,0,3,0,2.0
0,0.711333226,54,0,0.300587427,8000.0,24,0,1,1,0.0
0,0.018544331,54,0,0.41924646,4166.0,13,0,1,0,0.0
0,0.539652975,27,0,0.149260849,2096.0,8,0,0,0,3.0
0,0.039900249,41,0,2068.0,,12,1,0,1,0.0
0,0.136221385,37,0,0.301396848,5583.0,30,0,1,0,0.0
0,0.176063149,48,0,0.025354663,6625.0,7,0,0,0,0.0
1,0.860174782,50,2,0.39433062,7125.0,8,13,3,0,1.0
0,0.134686531,56,0,0.158385568,6540.0,7,0,1,0,2.0
0,0.006043586,67,0,0.158670841,9900.0,16,0,1,0,0.0
0,0.018534453,66,0,0.006569552,3500.0,6,0,0,0,0.0
0,0.74252416,44,0,3972.0,,6,0,2,0,2.0
0,0.135808525,70,0,0.392637311,8447.0,11,0,2,0,0.0
0,1.080983803,40,1,0.376108503,3833.0,5,0,0,0,1.0
0,0.045508263,48,1,75.0,,5,0,0,0,3.0
0,0.038814162,42,0,0.413134549,8115.0,10,0,1,0,1.0
0,0.004805829,29,0,0.068101623,2833.0,4,0,0,0,0.0
0,0.144943718,69,0,0.342187946,3500.0,19,0,1,0,0.0
0,0.121939025,58,4,0.018293042,17000.0,8,0,0,0,0.0
0,0.206661906,54,0,3526.0,,20,0,2,0,3.0
0,0.9999999,35,0,2824.0,,3,0,1,0,0.0
0,0.650178983,44,0,0.441001192,12584.0,8,0,2,0,3.0
0,0.0,55,0,4260.0,,5,0,1,0,0.0
0,0.77278402,45,0,0.257261411,2650.0,6,2,0,0,0.0
0,0.012923725,50,0,49.0,,8,0,0,0,0.0
0,0.0,62,0,0.497583736,6000.0,6,0,2,0,0.0
0,0.089790007,47,0,0.012417352,6200.0,5,0,0,0,0.0
0,0.051317417,53,0,0.270200941,7016.0,7,0,1,0,1.0
1,1.006966434,70,2,0.657026092,9542.0,9,0,2,0,1.0
0,1.313807183,41,0,8571.0,,11,0,4,0,0.0
0,0.141453683,59,0,0.307152875,12833.0,14,0,2,0,0.0
0,0.766781958,31,0,0.456835224,5200.0,14,0,2,0,3.0
0,0.002651672,44,0,0.239235551,4342.0,7,0,1,0,3.0
0,0.042298987,55,0,0.122860173,6600.0,7,0,1,0,0.0
0,0.207632061,72,0,0.338915271,4000.0,7,0,1,0,0.0
0,0.510619575,61,0,0.673714286,3499.0,16,0,2,0,0.0
0,0.045875066,66,0,0.137905829,16416.0,9,0,1,0,1.0
0,0.217894588,71,0,0.321443647,9475.0,12,0,3,0,0.0
0,0.132344902,59,0,0.944350548,15974.0,16,0,7,0,1.0
0,0.0,41,0,26.0,0.0,4,0,0,0,0.0
0,0.028328612,44,0,0.379616773,3600.0,7,0,1,0,1.0
0,0.047315919,47,0,0.220133989,16866.0,8,0,3,0,3.0
0,0.093837166,46,0,1169.0,,3,0,1,0,0.0
0,0.847695658,55,1,0.965508623,4000.0,11,0,4,0,0.0
0,0.00055492,38,0,0.443413912,10134.0,19,0,2,0,1.0
0,0.03029809,59,0,0.222591362,6320.0,19,0,1,0,0.0
0,0.013498313,30,2,1066.0,1.0,12,0,2,0,2.0
0,0.106599693,62,0,0.745469522,2427.0,11,0,2,0,1.0
0,0.021449605,53,0,0.00921388,5100.0,9,0,0,0,0.0
0,0.030603939,50,0,108.0,,8,0,0,0,0.0
0,0.20023525,42,0,0.762033995,7000.0,11,0,2,0,3.0
0,0.021524611,49,0,0.336984872,5750.0,10,0,2,0,3.0
0,0.174794174,90,0,0.422003929,2544.0,5,0,1,0,0.0
0,0.368654955,41,0,0.41162898,2166.0,6,1,0,0,3.0
0,0.23715616,72,0,0.329949875,15959.0,25,0,2,0,1.0
0,0.226717663,83,3,3466.0,,18,0,1,0,0.0
0,0.047347736,59,0,0.1245688,10435.0,5,0,0,0,1.0
0,0.954946477,22,0,0.207632894,2200.0,6,0,0,0,0.0
0,0.222333176,53,0,0.821817374,4500.0,25,0,1,0,0.0
0,0.043883771,62,0,826.0,,7,0,1,0,
0,0.846773719,53,2,1.439100562,1600.0,8,0,1,1,0.0
0,0.717131474,33,2,0.161654135,5053.0,4,0,0,0,2.0
0,0.029291857,65,0,0.145895828,11000.0,11,0,1,0,0.0
0,0.041473847,39,0,0.192684002,11344.0,6,0,1,0,3.0
0,0.03410301,48,0,0.084165478,5607.0,12,1,0,0,1.0
0,0.694456596,60,1,0.523375308,6908.0,10,0,3,0,1.0
1,0.877900241,50,0,0.230450609,15933.0,9,0,1,0,5.0
0,0.087100856,58,0,0.357984293,9167.0,21,0,2,0,1.0
0,0.116310688,72,0,0.086067523,6308.0,5,0,1,0,0.0
0,0.631044871,67,1,0.325457374,13500.0,15,0,2,0,1.0
0,0.9999999,35,0,0.106966925,2841.0,1,0,0,0,3.0
0,0.04509549,42,0,0.058944227,5360.0,5,0,0,0,2.0
0,0.841087826,53,2,0.25861931,12500.0,8,0,2,0,1.0
0,0.256071575,41,0,0.288945524,9416.0,11,0,1,0,4.0
0,0.341079539,45,1,0.485669851,4500.0,10,0,1,0,0.0
1,0.9999999,34,1,0.118299445,5409.0,2,3,0,1,0.0
0,0.352092558,43,1,0.687432703,6500.0,8,0,2,0,1.0
0,0.574674026,31,0,654.0,,4,0,0,0,
0,0.0,68,0,0.548577761,2706.0,8,0,1,0,0.0
0,0.944762644,41,3,0.2455531,9500.0,6,0,1,0,1.0
1,0.428018557,38,1,535.0,,7,0,0,0,0.0
0,0.197048728,87,0,0.040243677,5416.0,4,0,0,0,0.0
0,0.266582228,29,0,327.0,0.0,1,0,0,1,0.0
1,0.0,79,2,0.494929296,7000.0,9,0,1,0,0.0
0,0.553896158,51,0,0.533125217,8648.0,15,0,3,0,2.0
0,0.186900259,50,0,0.32629108,2555.0,9,0,0,0,2.0
0,0.111958442,52,0,0.659680831,5200.0,12,0,2,0,0.0
0,0.083701096,57,0,0.078125,7167.0,9,0,0,0,0.0
0,0.043858425,48,0,0.261150102,8833.0,7,0,1,0,3.0
0,0.04419779,31,0,0.772384388,3048.0,7,0,1,0,0.0
0,0.0,59,0,0.488971111,7026.0,11,0,2,0,3.0
0,0.089643984,75,0,2146.0,,11,0,3,0,1.0
0,0.498215235,39,0,0.463163231,5917.0,12,0,2,0,1.0
1,0.0,25,0,0.101092896,1463.0,4,0,0,0,1.0
0,0.609218755,84,0,0.237089202,3833.0,9,0,0,0,1.0
0,0.095003699,47,0,0.118270079,6797.0,15,0,0,0,3.0
0,0.840057598,44,0,0.460382661,9250.0,7,0,2,0,3.0
0,0.0,59,0,0.280883044,17031.0,12,0,1,0,3.0
0,0.0,32,0,0.387551113,2200.0,6,0,1,0,0.0
0,0.014949253,69,0,13.0,,4,0,0,0,0.0
0,0.269535419,47,1,1404.0,,7,0,1,0,1.0
1,0.0,66,2,0.230628229,6000.0,3,0,1,0,0.0
0,0.047524518,51,0,1134.0,,12,0,2,0,0.0
1,0.767448806,79,3,0.657151152,20667.0,33,0,3,0,0.0
0,0.906657329,33,1,0.321946342,6000.0,6,0,0,0,2.0
0,0.974288775,68,1,372.0,,6,0,0,0,
0,0.027969448,60,0,0.415862358,4765.0,8,0,1,0,0.0
0,0.074920456,37,0,0.061250143,8750.0,6,0,0,0,1.0
0,0.571868985,49,0,0.799900695,4027.0,10,0,2,0,0.0
0,0.0,68,0,0.24916406,9270.0,8,0,2,0,2.0
0,0.0,80,0,0.0,,5,0,0,0,
0,0.07655519,60,0,213.0,,16,0,0,0,0.0
0,0.019809912,39,0,2296.0,,5,0,2,0,0.0
0,0.9999999,35,1,0.126307922,2675.0,1,1,0,0,1.0
0,0.35425807,77,0,0.518414196,14200.0,14,0,2,0,2.0
0,0.037902571,67,0,0.061375173,6500.0,10,0,0,0,0.0
0,0.00327902,67,2,0.620132111,10142.0,19,0,5,0,0.0
0,0.0,75,0,0.0,3900.0,6,0,0,0,0.0
0,0.135155698,47,0,0.266821602,9035.0,8,0,2,0,2.0
1,0.144843321,57,0,0.361257027,10850.0,21,0,2,0,1.0
0,0.076351689,46,1,0.240506329,1500.0,3,0,0,0,2.0
0,0.09792749,49,0,0.322875366,5800.0,11,0,1,0,2.0
0,0.639680008,37,0,0.391363948,2917.0,5,0,0,0,4.0
0,0.670043714,43,0,1253.0,,7,0,0,0,0.0
0,0.599650421,75,0,0.556936847,2010.0,2,0,1,0,0.0
0,0.004182503,90,0,0.001999334,3000.0,3,0,0,0,0.0
0,0.9999999,50,0,0.0,,0,0,0,1,0.0
0,0.897851642,56,0,0.055942253,3878.0,6,0,0,1,1.0
0,0.164503977,76,0,106.0,,1,0,0,0,0.0
0,0.682317682,63,4,0.421834887,7400.0,10,1,3,0,0.0
0,0.087227549,88,0,0.01617321,7666.0,12,0,0,0,0.0
0,0.156580292,39,1,19153.0,,19,0,13,0,0.0
0,0.0,40,0,964.0,,3,0,1,0,0.0
0,0.044701155,66,0,2858.0,,4,0,1,0,1.0
0,0.001008024,79,0,2639.0,,7,0,1,0,
0,0.02403549,63,0,19.0,,2,0,0,0,0.0
0,0.987279092,62,0,0.439005809,10500.0,15,0,2,0,0.0
1,0.71629249,47,0,0.739350774,7300.0,11,0,1,0,3.0
0,0.009628296,61,0,2627.0,,4,0,1,0,0.0
0,0.229535409,63,1,0.361559527,13875.0,13,0,1,0,2.0
0,0.177705365,65,0,8778.0,,20,0,2,0,1.0
0,0.439803549,28,0,0.09353477,4500.0,4,0,0,0,0.0
0,0.059233678,69,0,1.815920398,401.0,17,0,1,0,0.0
0,0.017701069,79,0,0.009067659,4300.0,12,0,0,0,1.0
0,0.002899952,61,0,3984.0,,11,0,2,0,0.0
1,0.798571965,39,1,0.302016894,5800.0,8,1,0,1,2.0
0,0.977674109,37,1,1.606403013,1061.0,6,0,1,0,0.0
1,0.104029991,36,0,0.213367609,3500.0,4,1,0,0,0.0
0,0.099075898,52,0,0.225474255,3689.0,9,0,0,0,1.0
0,0.9999999,45,0,993.0,,2,1,1,0,0.0
0,0.346698928,60,0,0.699875022,5600.0,14,0,2,0,0.0
0,0.157137145,59,0,0.264911696,3000.0,8,0,0,0,1.0
0,0.142198573,50,0,0.468632842,4000.0,8,0,1,0,2.0
0,0.0,57,0,753.0,,6,0,1,0,0.0
0,0.350608576,78,0,0.350588758,4500.0,8,0,2,0,0.0
0,0.17324541,56,0,0.556589803,4726.0,15,0,2,0,0.0
0,0.003368332,59,0,29.0,,4,0,0,0,0.0
1,0.465295572,57,0,0.604120793,12715.0,18,0,5,0,1.0
1,0.9999999,30,0,0.0,1400.0,0,0,0,0,0.0
0,0.200630982,28,0,0.503374156,4000.0,3,0,1,0,2.0
0,0.580905528,69,1,0.426254368,15166.0,18,0,1,0,1.0
0,0.177512447,67,0,0.497113083,7100.0,25,0,3,0,1.0
0,0.821779286,52,0,0.445431824,3600.0,5,0,0,0,1.0
1,0.06908456,28,0,0.517197248,6250.0,12,0,2,0,3.0
0,0.238680189,31,0,0.355063016,2300.0,8,0,0,0,1.0
1,0.937151835,49,0,0.266933267,4000.0,1,3,0,0,7.0
0,0.005267736,69,0,0.001523664,10500.0,17,0,0,0,0.0
0,0.126467303,57,1,0.466129514,3350.0,12,0,2,0,3.0
0,0.144524581,65,0,1618.0,,6,0,1,0,0.0
0,0.028543357,66,0,0.085242325,6416.0,11,0,1,0,0.0
0,0.041201435,38,0,0.792109256,3294.0,12,0,2,0,0.0
0,0.05657682,61,0,0.498615598,4333.0,10,0,1,0,0.0
0,0.047909653,53,1,0.330711837,4958.0,15,0,3,0,0.0
0,0.548530028,33,0,0.14035932,6233.0,7,0,0,0,4.0
0,0.0,75,0,0.265432099,3401.0,9,0,1,0,1.0
0,0.23461532,53,0,0.056403797,32550.0,16,0,0,0,1.0
0,0.458393512,52,0,0.480465503,8420.0,7,1,1,0,1.0
0,0.869177569,52,0,0.517241379,5480.0,8,0,1,0,4.0
0,0.701316843,57,0,0.310875442,4808.0,8,0,0,0,0.0
0,0.134625659,68,0,0.038377297,10500.0,12,0,0,0,0.0
0,0.907220913,32,1,0.123559367,7461.0,5,0,0,0,0.0
0,0.69502346,70,0,0.518106687,6654.0,15,0,3,0,0.0
0,0.099578349,43,2,0.379939748,5642.0,10,0,2,0,0.0
0,0.260879475,41,0,0.517940354,4291.0,14,0,1,0,3.0
0,0.0,43,0,0.080783843,5000.0,2,0,0,0,2.0
0,0.641094524,57,0,0.642930014,4900.0,9,0,1,0,1.0
0,0.206381305,29,0,0.296157451,3200.0,6,0,0,1,0.0
0,0.119886136,42,0,0.109178164,5000.0,4,0,0,0,3.0
0,0.186442672,32,0,0.442312248,8441.0,8,0,2,0,0.0
0,0.241089896,61,0,0.635925185,8500.0,11,0,2,0,0.0
0,0.005101848,53,0,0.668511066,3975.0,9,0,2,0,3.0
0,0.779376162,57,0,0.3567145,9337.0,13,0,1,0,3.0
0,0.021319309,60,0,764.0,,22,0,1,0,0.0
0,0.243666131,36,1,1698.0,,8,0,1,0,0.0
0,0.9999999,27,0,0.0,2500.0,1,0,0,0,0.0
0,0.011904653,69,0,1653.0,,20,0,2,0,0.0
0,0.798608056,62,0,0.434237258,11320.0,7,0,2,0,0.0
0,0.047278568,38,0,1710.0,,6,0,1,0,0.0
0,0.204144839,47,1,3398.0,,16,0,2,0,3.0
0,1.126582278,30,0,0.027072053,2400.0,6,0,0,0,2.0
0,0.453747468,45,0,3835.0,0.0,13,0,1,0,0.0
0,0.066574579,51,1,0.12826739,7000.0,27,0,0,0,2.0
0,0.251469186,58,0,0.212963775,11400.0,14,0,1,0,0.0
0,0.100210661,48,0,0.263827235,8334.0,5,0,1,0,2.0
0,0.009525669,38,0,0.270163286,8083.0,10,0,1,0,0.0
0,0.333644424,63,0,2317.0,,5,0,2,0,0.0
0,0.034512691,88,0,29.0,,2,0,0,0,
0,0.123975159,63,0,0.784122018,2556.0,15,0,1,0,1.0
0,0.0,51,0,1656.0,,5,0,1,0,0.0
0,0.9999999,48,2,374.0,,4,0,0,0,2.0
0,0.0,47,0,0.27837773,12500.0,6,0,2,0,2.0
0,0.179620035,53,0,0.124233983,3589.0,2,0,0,0,3.0
0,0.356550722,41,0,0.031242189,4000.0,2,0,0,0,2.0
0,0.03382955,80,0,0.272465942,8000.0,11,0,1,0,1.0
1,1.714285714,66,0,0.246854182,2701.0,1,0,0,0,0.0
0,0.9999999,52,1,0.078495261,3375.0,5,2,0,0,0.0
0,0.072587125,29,0,0.046662778,12000.0,15,0,0,0,0.0
0,0.017535764,24,0,0.637028015,820.0,5,0,0,0,0.0
0,0.097464806,54,0,0.557711388,18141.0,18,0,7,0,0.0
0,0.9999999,45,2,0.544166667,3599.0,5,2,1,1,2.0
0,0.084030728,73,0,0.128494698,7260.0,4,0,1,0,1.0
1,0.9999999,34,0,0.003635262,3300.0,0,0,0,0,4.0
0,0.161511768,73,3,1.22668985,4600.0,19,2,2,1,0.0
0,0.0,29,0,1713.0,,4,0,1,0,
0,0.019372147,54,1,0.081190588,19250.0,9,0,1,0,0.0
0,0.018651788,67,0,0.283761161,7167.0,9,0,1,0,2.0
0,0.084285879,41,0,5850.0,,9,0,2,0,2.0
0,0.185088103,50,0,2526.5,1.0,13,0,2,0,2.0
0,0.044191162,74,0,0.002540937,7083.0,2,0,0,0,0.0
0,0.040257597,62,1,38.0,,7,0,0,0,0.0
0,0.2092932,76,0,0.691047531,4333.0,22,0,2,0,0.0
0,0.849212063,61,0,0.402929261,3208.0,7,0,1,0,0.0
0,0.619938728,57,0,0.230961028,18448.0,10,0,2,0,1.0
0,0.04623844,60,1,0.369441724,5104.0,10,0,1,0,2.0
0,0.09297624,88,0,128.0,,2,0,0,0,0.0
0,0.03887618,59,0,2393.0,,11,0,1,0,0.0
0,0.303400217,50,0,0.679521277,12783.0,29,0,4,0,2.0
0,0.545484838,28,0,1.016102165,1800.0,13,0,1,0,0.0
0,0.91453752,45,0,647.0,,3,0,0,0,0.0
0,0.9999999,37,0,0.439297125,3129.0,2,0,2,1,0.0
0,0.013044685,78,0,0.003598561,2500.0,9,0,0,0,0.0
0,0.0,61,0,889.0,,11,0,0,0,0.0
0,0.102112631,47,0,0.201690635,19400.0,13,0,2,0,3.0
0,0.04127562,50,0,3243.0,,11,0,2,0,0.0
0,0.450820834,45,0,0.10253651,6504.0,3,0,0,0,2.0
0,0.031580702,94,0,11.0,,2,0,0,0,
0,0.143341927,62,0,0.280371963,10000.0,10,0,2,0,3.0
0,0.331339496,45,0,0.843077957,2975.0,13,0,1,0,1.0
1,0.91692481,45,0,0.077991932,2230.0,4,0,0,0,2.0
0,0.154833807,40,0,0.22141333,7966.0,6,0,1,0,1.0
0,0.017572956,50,0,0.632826663,7170.0,12,0,4,0,0.0
0,0.050711698,74,0,0.43526079,6000.0,9,0,1,0,0.0
0,0.16730168,52,0,0.613483685,4167.0,18,0,1,0,0.0
0,0.183908286,61,0,0.244539466,8652.0,16,0,2,0,0.0
0,0.03684596,57,0,0.557269352,3500.0,15,0,2,0,0.0
0,0.9999999,45,0,591.0,,2,0,0,0,0.0
0,0.290949679,43,1,0.190218616,8873.0,16,0,1,0,4.0
0,0.021561152,38,0,0.24175165,5000.0,5,0,1,0,1.0
0,0.84390619,39,0,0.08496732,2600.0,4,1,0,0,3.0
1,0.694902359,38,1,0.382061794,10000.0,8,0,2,0,5.0
0,0.031542753,44,0,0.384803377,4500.0,7,0,1,0,0.0
0,0.177909406,34,1,0.299280966,7370.0,18,0,2,0,0.0
0,0.00028301,55,0,0.0,1468.0,6,0,0,0,3.0
0,0.217539123,54,0,0.145608058,6750.0,8,0,1,0,0.0
0,0.984595256,47,2,0.313702503,14500.0,10,0,2,1,0.0
1,0.9999999,35,2,0.362155689,4174.0,6,0,2,0,0.0
0,0.002661609,45,0,0.54680282,4112.0,11,0,1,0,2.0
0,0.965906385,51,0,0.50855424,5318.0,6,0,1,0,1.0
0,0.030525732,92,0,0.013424736,3500.0,10,0,0,1,0.0
0,0.006197137,59,0,1397.0,,17,0,1,0,0.0
0,0.035680196,61,0,0.089740538,4200.0,3,1,0,0,0.0
1,0.684933598,30,2,0.56535866,4000.0,5,1,1,2,3.0
0,0.019396121,67,0,0.056314562,3000.0,4,0,1,0,1.0
0,0.066493351,71,0,1.493530499,2163.0,9,0,2,0,0.0
0,0.140283078,38,0,0.148170366,5000.0,6,0,0,0,2.0
0,0.339383729,38,0,0.198870165,10443.0,8,0,2,0,0.0
0,0.163033479,69,0,1357.0,,5,0,2,0,0.0
0,0.145552463,59,0,1934.0,,11,1,1,0,4.0
0,0.182427218,60,0,1.077926312,3066.0,8,0,1,0,2.0
0,0.173450782,63,0,0.222770711,15800.0,13,0,1,0,0.0
1,0.9999999,42,98,21.0,,0,98,0,98,0.0
0,0.105788423,27,3,0.405952104,4300.0,8,2,0,1,2.0
0,0.00631879,60,0,0.256716058,8300.0,13,0,1,0,1.0
0,0.9999999,60,0,0.0,4100.0,1,0,0,0,0.0
0,0.723441781,51,1,0.251375056,6726.0,6,1,0,0,3.0
0,0.0,52,0,4.0,0.0,3,0,0,0,0.0
0,0.19682157,43,1,0.147852148,1000.0,3,0,0,0,4.0
0,0.022104988,71,0,0.015240734,8660.0,12,0,0,0,1.0
0,0.020353371,77,0,0.214702824,12500.0,12,0,3,0,0.0
0,0.406043471,47,0,0.365932681,16666.0,23,0,2,0,3.0
0,0.0,50,1,0.12271932,4000.0,2,0,0,0,4.0
0,0.048850024,57,0,0.327686754,3600.0,11,0,1,0,1.0
1,0.9999999,56,1,2538.0,,3,2,1,0,0.0
0,0.003996024,73,0,0.789904949,3050.0,9,0,1,0,1.0
0,0.018328476,69,0,0.248886361,10550.0,12,0,1,0,0.0
0,0.011804453,78,0,1.144144144,554.0,13,0,1,0,0.0
0,0.238352802,40,0,0.327006981,4583.0,3,0,2,0,4.0
0,0.0,41,0,0.026736016,10958.0,7,0,0,0,1.0
0,0.720255949,40,0,0.270887884,4200.0,9,0,0,0,3.0
1,0.9999999,30,0,0.005640303,7800.0,0,0,0,1,1.0
0,0.088299176,65,0,0.06302573,16167.0,4,0,0,0,1.0
0,0.150279384,39,0,45.0,,3,0,0,0,0.0
0,0.314984003,53,0,0.137945993,9220.0,12,0,0,0,0.0
0,0.0,57,0,0.0,2020.0,2,0,0,0,0.0
0,0.052713971,44,0,0.614610511,2682.0,12,0,1,0,2.0
0,0.05654932,69,0,0.105042896,4778.0,20,0,1,0,0.0
0,0.000954502,75,0,0.0,,1,0,0,0,
0,0.090007811,49,0,0.516639269,27374.0,17,0,4,0,2.0
0,0.9999999,22,0,0.0,1600.0,1,0,0,0,0.0
0,0.385537492,54,0,0.842257276,4500.0,20,0,2,0,0.0
0,0.047309089,42,1,0.483096828,9583.0,6,0,2,0,1.0
1,0.0,24,1,0.0,1600.0,2,0,0,0,0.0
0,0.121627816,72,0,825.0,,7,0,0,0,0.0
0,0.067924484,50,0,0.293867638,9881.0,11,0,3,0,0.0
0,0.257046806,49,0,0.828668102,3250.0,4,0,1,0,1.0
0,0.658822859,47,0,0.052278246,7000.0,5,1,0,0,0.0
0,0.016092649,66,0,0.005200208,3845.0,2,0,0,0,0.0
1,0.758965315,26,0,0.207830071,2400.0,4,0,0,0,1.0
0,0.346186804,36,0,703.0,,3,0,1,0,0.0
0,0.028556319,27,0,0.212929024,3000.0,4,0,0,0,0.0
0,0.25654869,55,0,1650.0,,3,0,1,0,0.0
0,0.0,48,2,0.384413638,10675.0,11,0,3,0,0.0
0,0.326764601,46,0,0.32449903,6187.0,18,0,1,0,0.0
0,0.691788526,41,0,0.238621415,3800.0,4,0,0,0,3.0
0,0.9999999,48,1,0.684958898,4500.0,10,0,1,0,2.0
0,0.099322298,86,0,26.0,,1,0,0,0,
0,0.479739769,39,0,0.149300156,4500.0,9,0,0,0,1.0
0,0.0,48,0,0.03848076,2000.0,9,0,0,0,0.0
0,0.316922198,64,0,2593.0,,8,0,1,0,0.0
0,0.0,28,0,0.357238307,2244.0,3,0,1,0,0.0
0,0.202797203,25,0,0.017595308,340.0,1,0,0,1,0.0
0,0.009860883,87,0,0.103343465,6250.0,7,0,0,0,0.0
0,0.250314302,56,0,0.496782102,6525.0,11,0,1,0,0.0
0,0.9999999,41,0,0.0,944.0,0,7,0,0,1.0
1,0.9999999,41,2,0.194154489,9100.0,7,1,1,0,0.0
0,0.139097219,59,0,2123.0,0.0,15,0,2,0,0.0
0,0.067186299,66,0,0.277367547,10833.0,16,0,2,0,0.0
1,1.00419916,45,0,0.682747643,8166.0,6,0,1,0,4.0
1,0.170460561,33,0,0.409892134,3800.0,9,0,1,0,0.0
0,0.596568652,63,0,0.660874519,7020.0,15,0,3,0,0.0
0,0.079620937,55,0,0.483152484,1750.0,5,0,1,0,2.0
0,0.056672218,43,0,4197.0,,6,0,2,0,0.0
0,0.104924855,49,0,2644.0,,7,0,1,0,0.0
0,0.551817433,26,0,0.056391316,11100.0,6,0,0,1,0.0
0,0.0,56,1,0.296459778,11100.0,11,0,2,0,3.0
0,0.0,39,0,0.232965009,8687.0,4,0,1,0,4.0
0,0.9999999,59,0,0.375223135,2800.0,2,0,1,0,1.0
0,0.0,68,0,0.104162079,4540.0,3,0,0,0,0.0
0,0.106802421,46,0,914.0,,7,0,1,0,0.0
0,0.031568535,79,0,0.10652921,2036.0,7,0,0,0,0.0
0,0.0,41,0,0.447501146,2180.0,5,0,1,0,1.0
0,0.068659198,65,0,0.414105941,3416.0,8,0,1,0,0.0
0,0.03972066,58,0,3319.0,,10,0,2,0,0.0
0,0.307543651,50,0,0.386075949,7583.0,16,0,1,0,0.0
0,0.496073356,67,0,0.666666667,3800.0,12,0,1,0,0.0
0,0.346556353,36,2,0.219496954,6400.0,9,0,0,1,3.0
0,0.075561543,60,0,0.363960653,9250.0,12,0,3,0,2.0
0,0.528274422,52,0,0.821950071,2122.0,6,0,2,0,2.0
0,0.278385198,27,0,0.112152452,3200.0,6,0,0,0,0.0
0,0.0,81,0,0.0,2400.0,6,0,0,0,0.0
0,0.097988109,52,0,0.249820917,5583.0,11,0,1,0,1.0
0,0.509412606,61,0,0.426333953,11300.0,11,0,2,0,0.0
0,0.568983265,58,0,0.296719837,51155.0,14,0,5,0,0.0
1,0.416507716,58,0,0.297036902,5500.0,9,0,0,0,0.0
0,0.0,33,0,2887.0,,5,0,1,0,0.0
0,0.017992044,70,0,13.0,,4,0,0,0,0.0
0,0.0,26,0,0.679738562,764.0,5,0,0,0,0.0
0,0.0,41,0,0.241034509,13300.0,4,0,2,0,4.0
